,message_id,actor_id,engagement_type,engagement_parent,text,univ_id,time_published,media_type,geo,index_text,keyN,label1,label2,tweet_counts,user_counts,gpt_label,manual_label,is_gt
10,452797,8756,retweet,406594261e6cd0ff4750cca3d85981a35cd095615087ddc707e1357436c46bee,"It's the first China is tack Taiwan and the process, because of EDCA, we can feel and feel and we're reality. Second is hope, we can have on - hope without feeling. So it's a try to understands Sassot.",,1676067540,Twitter,,china edca feel feel feeling hope hope process reality sassot tack taiwan understands,13,energy,labor_and_migration,15,56,supportive,neutral,1
11,2890114,8756,retweet,d0729dcf85ead3485ed642d9e4a91a66cd300811f3600e1598ebcbcc53f5c042,"RT @Kanthan2030 Elon Musk is in Beijing. He will meet with top CPC (“CCP”) officials - including new Premier Li Qiang. Plans to expand Shanghai Gigafactory. US politicians go berserk when talking about “communist” China, except when kissing ass to make money. 🤡 https://t.co/sckB1RVKFY",,1685455986,Twitter,,ass beijing berserk ccp china communist cpc elon expand gigafactory including kissing li make meet money musk officials plans politicians premier qiang rt shanghai talking top,26,energy,,79,56,supportive,,0
12,4910400,14635,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679058533,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,9,opposing,,0
13,4214238,14635,retweet,e5dd9b5004b512ef778be5131a1457688b895eff285e217ad6f1d026b8a3226c,"RT @NuryVittachi WHILE CHINA BUILDS SCHOOLS AND AIRPORTS IN PNG, US MILITARY SIGNS SECRET DEAL FOR WAR BASE THE BRUTAL MISSION by the United States to rule Asia and threaten China took another step forward in Papua New Guinea this week – but ordinary people are fighting back. The US signed a… https://t.co/dvgeZblqur",,1685087360,Twitter,,airports asia back base brutal builds china china deal fighting forward guinea military mission ordinary papua people png rt rule schools secret signed signs states step threaten united war week,30,energy,,402,9,opposing,supportive,1
14,6634130,522277,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679042639,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,5,opposing,,0
15,3133183,228687,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679062304,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,11,opposing,,0
16,5121266,228687,retweet,d15dab87fa12f155d91f956133035394ccad57792cc4749a099159ea263dcce8,"RT @upholdreality China MFA Spokesman WANG WENBIN: ""It must be pointed out that the US blames China for exporting “fentanyl precursors”, which are in fact only ordinary chemicals sold through normal trade. In international trade, it is the importer’s duty to prevent such chemicals from falling… https://t.co/p7KJ33oYcK",,1681800739,Twitter,,blames chemicals chemicals china china duty exporting fact falling fentanyl importer international mfa normal ordinary pointed precursors prevent rt sold spokesman trade trade wang wenbin,25,energy,,302,11,supportive,,0
17,3425247,228687,retweet,e5dd9b5004b512ef778be5131a1457688b895eff285e217ad6f1d026b8a3226c,"RT @NuryVittachi WHILE CHINA BUILDS SCHOOLS AND AIRPORTS IN PNG, US MILITARY SIGNS SECRET DEAL FOR WAR BASE THE BRUTAL MISSION by the United States to rule Asia and threaten China took another step forward in Papua New Guinea this week – but ordinary people are fighting back. The US signed a… https://t.co/dvgeZblqur",,1685072663,Twitter,,airports asia back base brutal builds china china deal fighting forward guinea military mission ordinary papua people png rt rule schools secret signed signs states step threaten united war week,30,energy,,402,11,opposing,supportive,1
18,279579,228687,retweet,84d38f24fb745d03c4ffb17fd0b734ebeabd82e959995c7fdb24dc3540cb7e52,"RT @NiMingda_GG 6/ The nine-dash line is based on China's historic sovereignty over the islands before the UN existed. Disputes also exist between other ASEAN countries, not just with China. And all disputes are being managed diplomatically. They're none of the U.S. or Australia's business.",,1678956256,Twitter,,asean australia based business china china countries dash diplomatically disputes disputes exist existed historic islands line managed rt sovereignty,19,energy,,27,11,supportive,supportive,1
19,741823,228687,retweet,d2dc47e90fff89ba342ee1a8a76754206407cd7891c0988ed57d6c500ebdbc1b,"RT @globaltimesnews In response to US' national security concerns over the use of TikTok, the Chinese Foreign Ministry said on Fri China never has and never will ask firms or individuals to violate local laws to collect or provide data and information stored within other countries' borders. https://t.co/TGbxa7cdQf",,1679761337,Twitter,,borders china chinese collect concerns countries data firms foreign fri individuals information laws local ministry national provide response rt security stored tiktok violate,23,energy,,10,11,supportive,,0
20,4888997,228687,retweet,a80083578bc72273980fb2dfb55fcd247ba8d74a685a519c67878a4050327711,"RT @jynpang Useful summary and translation, but framing it as a competition is misleading. China is not competing with the West. Least of all in its form of government. It's doing something some find even more intolerable. Its own thing. Chinese democracy might, in Yan's view come to…",,1685190540,Twitter,,china chinese competing competition democracy find form framing government intolerable misleading rt summary thing translation view west yan,18,energy,labor_and_migration,17,11,neutral,neutral,1
21,2058601,396520,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679033746,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,7,opposing,,0
22,7019903,339037,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679038898,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,10,opposing,,0
23,1490320,339037,retweet,3d3970632f1c40bc9d76d43f04add650a77bfbb95e10ad058390e4506d9769bc,"RT @KanekoaTheGreat Joe Biden's proxy war against Russia continues to push Saudi Arabia into a deeper alliance with China and Russia — over the last few months: 1. Saudi Arabia joined Shanghai Cooperation Organization led by China, Russia, India, and other nations 2. Saudi Arabia cut oil… https://t.co/t2mnLYVhdz",,1680792827,Twitter,,alliance arabia arabia arabia biden china china continues cooperation cut deeper india joe joined led months nations oil organization proxy push rt russia russia russia saudi saudi saudi shanghai war,30,energy,,1427,10,supportive,,0
24,3478728,56654,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679068743,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,11,opposing,,0
25,1230828,56654,retweet,a80083578bc72273980fb2dfb55fcd247ba8d74a685a519c67878a4050327711,"RT @jynpang Useful summary and translation, but framing it as a competition is misleading. China is not competing with the West. Least of all in its form of government. It's doing something some find even more intolerable. Its own thing. Chinese democracy might, in Yan's view come to…",,1685156625,Twitter,,china chinese competing competition democracy find form framing government intolerable misleading rt summary thing translation view west yan,18,energy,labor_and_migration,17,11,neutral,neutral,1
26,4249875,46734,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679044750,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,24,opposing,,0
27,5766900,46734,retweet,72212a31d8a5364171827707c8847d75238fb665ebb1aa153c6cecfc83fd2ada,RT @bobitiglao EDCA gives US two international airports to use for war with China https://t.co/8e0pNYTlWk,,1681873094,Twitter,,airports china edca international rt war,6,energy,,38,24,opposing,,0
28,6354554,46734,retweet,c2d62ae2bdd85d056b4004471630a26548f56da13c10a5df85555bd9e4bdf70e,"RT öpangala007 Why is PCG in a area controlled by China, and when it faces them on the news page “surpassed by China? Simple, because as you get angry you gradually receive and support the war that America is selling.",,1682826574,Twitter,,america angry area china china controlled faces gradually news page pcg receive rt selling simple support surpassed war öpangala007,19,energy,,24,24,opposing,,0
29,356286,30424,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679038001,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,6,opposing,,0
30,468837,30424,retweet,62994620667b134185e4148ad7fdeb7f2182b983a3365871b7202d34566e7490,"RT @caitoz Anyone who thinks the US would allow China to place a military base in Mexico for even one second is a propaganda-addled manchild. That's my point: the US is militarily encircling China in ways it would never allow itself to be encircled, and is therefore the clear aggressor.",,1682814259,Twitter,,addled aggressor base china china clear encircled encircling manchild mexico militarily military place point propaganda rt thinks ways,18,energy,,274,6,opposing,,0
31,6922936,30424,retweet,fb076d3416f67850c4ed87613b410d85a423cb42016e13828bfc853a99fe0c30,RT @EndGameWW3 Philippines not taking any shit from China now that America is moving in... Philippines Installs Buoys in Areas of South China Sea to Assert Sovereignty https://t.co/grTrIXwQiB via @NTDNews,,1684121801,Twitter,,america areas assert buoys china china installs moving philippines philippines rt sea shit south sovereignty taking,16,energy,,49,6,opposing,,0
32,1822067,9391,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679096705,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,19,opposing,,0
33,1833530,26540,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679047970,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,8,opposing,,0
34,5726595,26540,retweet,a23cbdef8f8a23f1acc9bd917f786bb329fb92f2a694267aeb8a58f6ed8c705a,RT @jimmy_dore America invaded Syria & is currently occupying 1/3 of the country-the part with the Oil & Wheat. The U.S. is the worlds terrorists not Russia & not China. We are ruled by psychopaths who are terrorizing the world while starting TWO ECONOMIC WARS w/Nuclear powers Americans cheer,,1678061608,Twitter,,america americans cheer china country economic invaded nuclear occupying oil part powers psychopaths rt ruled russia starting syria terrorists terrorizing wars wheat world worlds,24,energy,,725,8,supportive,,0
35,484333,26540,retweet,8d30d3feb4ce2edbdc04965dcec0977562002ddc3d37168c28de1c0972063221,"RT @BenjaminNorton The US is desperately trying to sabotage China tech industry with aggressive sanctions, but it's not working: China has developed an advanced microchip design method previously only available in the West. Sanctions are making China more self-sufficient https://t.co/biziM3bofT",,1672616295,Twitter,,advanced aggressive china china china design desperately developed industry making method microchip previously rt sabotage sanctions sanctions sufficient tech west working,21,defense_and_military,energy,146,8,supportive,,0
36,5018244,26540,retweet,6ccefdf0a13f99e9966d3cdb68cad364fde5ffd25a4383176f4c78ffd4408a98,"RT @BenjaminNorton Brazil's President Lula just held a historic meeting with China's President Xi. They signed agreements to deepen cooperation on renewable energy, automotive industry, agriculture, green financing, information technology, health, and infrastructure -- and are dropping the dollar",,1681479445,Twitter,,agreements agriculture automotive brazil china cooperation deepen dollar dropping energy financing green health held historic industry information infrastructure lula meeting president president renewable rt signed technology xi,27,energy,,118,8,supportive,supportive,1
37,4138643,163033,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679020452,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,5,opposing,,0
38,4533611,163033,retweet,246eeec4d5a26f558a00127e35b6e602f595db2959e33b583908fb43241f47d3,"RT @BenjaminNorton Neocolonialist Tucker Carlson complains that China is building infrastructure in the Caribbean, in countries that he proudly refers to as US ""colonies"", and - implicitly invoking the 200-year-old Monroe Doctrine - he says the region should all be controlled by the US empire.",,1684502328,Twitter,,200 building caribbean carlson china colonies complains controlled countries doctrine empire implicitly infrastructure invoking monroe neocolonialist proudly refers region rt tucker year,22,energy,,257,5,opposing,,0
39,1580230,163033,retweet,8d30d3feb4ce2edbdc04965dcec0977562002ddc3d37168c28de1c0972063221,"RT @BenjaminNorton The US is desperately trying to sabotage China tech industry with aggressive sanctions, but it's not working: China has developed an advanced microchip design method previously only available in the West. Sanctions are making China more self-sufficient https://t.co/biziM3bofT",,1672585370,Twitter,,advanced aggressive china china china design desperately developed industry making method microchip previously rt sabotage sanctions sanctions sufficient tech west working,21,defense_and_military,energy,146,5,supportive,,0
40,452717,163033,retweet,ad5442971b126feb95e28efc1ebab319085bbf9974d00ab87a8b50289df386ab,"RT @BenjaminNorton China's Foreign Ministry: US ""military strikes and harsh economic sanctions have caused huge civilian casualties"" ""US troops continue to occupy Syria’s principal oil-producing regions. They have plundered more than 80% of Syria’s oil production"" ""Lift the unilateral sanctions""",,1675966491,Twitter,,80 casualties caused china civilian continue economic foreign harsh huge lift military ministry occupy oil oil plundered principal producing production regions rt sanctions sanctions strikes syria syria troops unilateral,29,energy,,59,5,supportive,,0
41,6978652,71907,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679033394,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,9,opposing,,0
42,2574761,71907,retweet,8d30d3feb4ce2edbdc04965dcec0977562002ddc3d37168c28de1c0972063221,"RT @BenjaminNorton The US is desperately trying to sabotage China tech industry with aggressive sanctions, but it's not working: China has developed an advanced microchip design method previously only available in the West. Sanctions are making China more self-sufficient https://t.co/biziM3bofT",,1672588133,Twitter,,advanced aggressive china china china design desperately developed industry making method microchip previously rt sabotage sanctions sanctions sufficient tech west working,21,defense_and_military,energy,146,9,supportive,,0
43,1379837,71907,retweet,5a320a0f7a06998c208d23d49f18f45bd800d0148f73dd9dab49bcf073894d20,"RT @chenweihua It’s such a joke that Chris Christie on the fake news channel CNN claimed that the Russia-Ukraine conflict is China’s proxy war 😂because China buys Russian energy. In fact, India and many others buy Russian oil. EU was still the largest Russian energy buyer in 2022. That is why… https://t.co/eEBc6pIwks",,1686225152,Twitter,,2022 buy buyer buys channel china china chris christie claimed cnn conflict energy energy eu fact fake india joke largest news oil proxy rt russia russian russian russian ukraine war,30,energy,,98,9,opposing,supportive,1
44,5986779,71907,retweet,85283a04b559cc81b976aa807c62dc8b0900e5e1539a24d7e6e4eb3668f4381f,"RT @JohnMcC61971366 “Yeah, imagine that Josh. Imagine a strange, dark timeline where China is encircling the US with military bases and weapons of war. You know, in literally the exact same way the US is doing to China right now.” https://t.co/fhSpqURTvP",,1676853548,Twitter,,bases china china dark encircling exact imagine imagine josh literally military rt strange timeline war weapons yeah,17,energy,,32,9,opposing,,0
45,6521344,71907,retweet,3ecbc0b7ab4fea6fa6ddb30e53634a7189a912c345b79a1aa666f5e21a510401,RT @machinpl China is bad because it -Not invades other nations; -Not interfere in others' domestic affairs; -Is the largest manufacturing power; -Is largest trading parter of 140 nations; -Advoctes peaceful development; -Not plunders oil in Middle East; -Eliminated 30% of global poverty https://t.co/vClpgBJaw1,,1682521055,Twitter,,30 advoctes affairs bad china development domestic east eliminated global interfere invades largest largest manufacturing middle nations nations oil parter peaceful plunders poverty power rt trading,26,energy,,43,9,supportive,,0
46,3634469,246871,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679044799,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,5,opposing,,0
47,4818398,246871,retweet,8d30d3feb4ce2edbdc04965dcec0977562002ddc3d37168c28de1c0972063221,"RT @BenjaminNorton The US is desperately trying to sabotage China tech industry with aggressive sanctions, but it's not working: China has developed an advanced microchip design method previously only available in the West. Sanctions are making China more self-sufficient https://t.co/biziM3bofT",,1672586788,Twitter,,advanced aggressive china china china design desperately developed industry making method microchip previously rt sabotage sanctions sanctions sufficient tech west working,21,defense_and_military,energy,146,5,supportive,,0
48,6840682,115245,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679119986,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,5,opposing,,0
49,6899549,115245,retweet,8d30d3feb4ce2edbdc04965dcec0977562002ddc3d37168c28de1c0972063221,"RT @BenjaminNorton The US is desperately trying to sabotage China tech industry with aggressive sanctions, but it's not working: China has developed an advanced microchip design method previously only available in the West. Sanctions are making China more self-sufficient https://t.co/biziM3bofT",,1672606305,Twitter,,advanced aggressive china china china design desperately developed industry making method microchip previously rt sabotage sanctions sanctions sufficient tech west working,21,defense_and_military,energy,146,5,supportive,,0
50,2766646,30532,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679075143,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,7,opposing,,0
51,157769,30532,retweet,8d30d3feb4ce2edbdc04965dcec0977562002ddc3d37168c28de1c0972063221,"RT @BenjaminNorton The US is desperately trying to sabotage China tech industry with aggressive sanctions, but it's not working: China has developed an advanced microchip design method previously only available in the West. Sanctions are making China more self-sufficient https://t.co/biziM3bofT",,1672661895,Twitter,,advanced aggressive china china china design desperately developed industry making method microchip previously rt sabotage sanctions sanctions sufficient tech west working,21,defense_and_military,energy,146,7,supportive,,0
52,7148125,30532,retweet,6ccefdf0a13f99e9966d3cdb68cad364fde5ffd25a4383176f4c78ffd4408a98,"RT @BenjaminNorton Brazil's President Lula just held a historic meeting with China's President Xi. They signed agreements to deepen cooperation on renewable energy, automotive industry, agriculture, green financing, information technology, health, and infrastructure -- and are dropping the dollar",,1681494346,Twitter,,agreements agriculture automotive brazil china cooperation deepen dollar dropping energy financing green health held historic industry information infrastructure lula meeting president president renewable rt signed technology xi,27,energy,,118,7,supportive,supportive,1
53,1009574,30532,retweet,ad5442971b126feb95e28efc1ebab319085bbf9974d00ab87a8b50289df386ab,"RT @BenjaminNorton China's Foreign Ministry: US ""military strikes and harsh economic sanctions have caused huge civilian casualties"" ""US troops continue to occupy Syria’s principal oil-producing regions. They have plundered more than 80% of Syria’s oil production"" ""Lift the unilateral sanctions""",,1675966122,Twitter,,80 casualties caused china civilian continue economic foreign harsh huge lift military ministry occupy oil oil plundered principal producing production regions rt sanctions sanctions strikes syria syria troops unilateral,29,energy,,59,7,supportive,,0
54,3235851,30532,retweet,e0c0b5b8b2ddf6044a7018f0b0d37e49b269b452964cf42004124630b131e284,"RT @wyattreed13 They wrote ""the western Pacific"" because the phrase ""China's ambitions in the South China Sea"" doesn't sound quite as distressing",,1675426491,Twitter,,ambitions china china distressing pacific phrase rt sea sound south western wrote,12,energy,,26,7,opposing,,0
55,4529946,366595,retweet,50e2eb6e6145ecd0e782d90ebe3ea701b3913b514e728863a3d444c04dc3ee25,"RT @Constanze2022 A few days ago, the Chinese discovered that the US military was using tents from China. Only now it turned out these tents are from a humanitarian convoy that China sent to Syria. The Americans are not only stealing oil from Syria, but also humanitarian aid. https://t.co/9zSG3dwR6v",,1679113340,Twitter,,ago aid americans china china chinese convoy days discovered humanitarian humanitarian military oil rt stealing syria syria tents tents turned,20,energy,,4424,6,opposing,,0
56,5029723,366595,retweet,246eeec4d5a26f558a00127e35b6e602f595db2959e33b583908fb43241f47d3,"RT @BenjaminNorton Neocolonialist Tucker Carlson complains that China is building infrastructure in the Caribbean, in countries that he proudly refers to as US ""colonies"", and - implicitly invoking the 200-year-old Monroe Doctrine - he says the region should all be controlled by the US empire.",,1684516077,Twitter,,200 building caribbean carlson china colonies complains controlled countries doctrine empire implicitly infrastructure invoking monroe neocolonialist proudly refers region rt tucker year,22,energy,,257,6,opposing,,0
57,6030350,366595,retweet,8d30d3feb4ce2edbdc04965dcec0977562002ddc3d37168c28de1c0972063221,"RT @BenjaminNorton The US is desperately trying to sabotage China tech industry with aggressive sanctions, but it's not working: China has developed an advanced microchip design method previously only available in the West. Sanctions are making China more self-sufficient https://t.co/biziM3bofT",,1672623121,Twitter,,advanced aggressive china china china design desperately developed industry making method microchip previously rt sabotage sanctions sanctions sufficient tech west working,21,defense_and_military,energy,146,6,supportive,,0
